      ujd      | seeing_new | ub1_zp_new | lmt_mg_new | ccdid | good_pix_area |   ra_ul   |  dec_ul  |   ra_ur   |  dec_ur  |   ra_lr   |  dec_lr  |   ra_ll   |  dec_ll  
 2456106.67847 |          2 |       27.6 |     20.617 |     8 |      0.659497 | 212.92355 | 54.70934 | 212.92274 | 53.55816 | 211.95402 | 53.55451 | 211.92744 | 54.70554
 2456106.67847 |        2.2 |       27.5 |     20.667 |    10 |      0.659265 | 214.95213 | 54.69475 | 214.89822 | 53.54475 | 213.93084 | 53.55558 |  213.9577 | 54.70591
 2456106.67847 |          2 |       27.6 |     20.669 |     9 |      0.657748 | 213.93522 | 54.70556 | 213.90739 | 53.55437 | 212.93953 | 53.55857 | 212.94008 | 54.70993
 2456106.67847 |        2.5 |       27.8 |     20.592 |    11 |      0.648194 | 215.96257 | 54.67436 | 215.88255 | 53.52532 | 214.91699 | 53.54377 | 214.96999 | 54.69335
  2456106.7149 |        2.5 |       27.7 |     20.497 |     0 |      0.658431 | 210.82788 |  55.8481 | 210.89461 | 54.69899 | 209.90235 | 54.67562 | 209.80673 | 55.82405
  2456106.7149 |        2.6 |       27.5 |      20.37 |     1 |      0.650735 | 211.87233 | 55.86138 | 211.90543 | 54.71061 | 210.91085 |  54.6967 | 210.84866 | 55.84713
  2456106.7149 |        2.5 |       27.5 |     20.614 |     2 |      0.659875 | 212.91437 | 55.86769 | 212.91975 | 54.71652 | 211.92263 | 54.71068 | 211.88793 | 55.86165
  2456106.7149 |        2.3 |       27.8 |     20.606 |     4 |      0.658289 | 215.00699 | 55.85289 | 214.95103 | 54.70274 | 213.95564 | 54.71488 | 213.98239 | 55.86537
  2456106.7149 |        2.6 |       27.6 |     20.507 |     5 |      0.639521 | 216.04916 | 55.83279 | 215.96272 | 54.68384 | 214.97001 | 54.70492 | 215.02723 | 55.85443
  2456106.7149 |        2.4 |       27.6 |     20.537 |     8 |      0.659492 | 212.92209 | 54.70771 | 212.92129 | 53.55656 | 211.95254 | 53.55286 | 211.92592 | 54.70388
  2456106.7149 |        2.6 |       27.5 |     20.597 |     6 |      0.659885 | 210.89738 |   54.687 | 210.95264 | 53.53765 | 209.98754 | 53.51865 | 209.90513 | 54.66746
  2456106.7149 |        2.7 |       27.5 |     20.473 |     7 |      0.659714 | 211.90982 | 54.70201 | 211.93608 | 53.55133 | 210.96851 | 53.54035 | 210.91504 | 54.69071
  2456106.7149 |        2.5 |       27.5 |     20.634 |    10 |      0.658936 | 214.95056 | 54.69309 | 214.89682 | 53.54315 | 213.92945 | 53.55397 | 213.95614 | 54.70424
  2456106.7149 |        2.3 |       27.6 |     20.594 |     9 |      0.657163 | 213.93364 | 54.70397 | 213.90592 | 53.55277 | 212.93814 | 53.55693 | 212.93852 | 54.70828
  2456106.7149 |        2.9 |       27.7 |     20.456 |    11 |      0.646345 | 215.96101 | 54.67278 | 215.88109 | 53.52377 | 214.91554 | 53.54217 | 214.96843 | 54.69172
  2456106.7449 |        2.3 |       27.5 |     20.497 |     1 |      0.650688 | 211.87327 | 55.86048 |  211.9065 | 54.70971 | 210.91184 | 54.69576 | 210.84952 | 55.84618
  2456106.7449 |        2.2 |       27.5 |     20.754 |     2 |      0.659789 | 212.91527 |  55.8668 | 212.92074 | 54.71562 | 211.92363 | 54.70976 | 211.88886 | 55.86074
  2456106.7449 |        2.2 |       27.7 |     20.622 |     0 |      0.658415 | 210.82877 | 55.84718 | 210.89562 | 54.69805 | 209.90337 | 54.67464 | 209.80762 | 55.82309
  2456106.7449 |        2.1 |       27.8 |     20.672 |     4 |      0.658404 | 215.00797 | 55.85206 | 214.95198 | 54.70189 | 213.95663 |   54.714 | 213.98341 | 55.86452
  2456106.7449 |        2.2 |       27.5 |     20.767 |     6 |      0.659873 |  210.8984 | 54.68607 |  210.9537 | 53.53672 | 209.98862 | 53.51769 | 209.90618 |  54.6665
  2456106.7449 |        2.2 |       27.6 |     20.686 |     5 |      0.639734 | 216.05026 | 55.83191 | 215.96378 | 54.68292 | 214.97101 | 54.70392 | 215.02844 | 55.85347
  2456106.7449 |        2.3 |       27.5 |     20.634 |     7 |      0.659703 | 211.91088 |  54.7011 | 211.93717 | 53.55042 | 210.96958 | 53.53942 | 210.91609 | 54.68978
  2456106.7449 |          2 |       27.6 |     20.737 |     8 |      0.659484 | 212.92305 | 54.70681 | 212.92246 | 53.55562 |  211.9537 | 53.55193 | 211.92691 | 54.70297
  2456106.7449 |          2 |       27.6 |     20.767 |     9 |      0.657579 | 213.93467 | 54.70309 | 213.90703 | 53.55187 | 212.93922 | 53.55603 | 212.93952 |  54.7074
  2456106.7449 |        2.8 |       27.7 |     20.505 |    11 |      0.646595 | 215.96203 | 54.67192 | 215.88225 | 53.52289 | 214.91668 | 53.54131 | 214.96943 | 54.69088
  2456106.7449 |        2.2 |       27.5 |     20.777 |    10 |      0.659068 | 214.95163 | 54.69225 | 214.89789 | 53.54227 | 213.93051 | 53.55306 |  213.9572 | 54.70337
 2456107.73146 |        3.4 |       27.5 |     20.003 |     1 |      0.648078 | 211.87285 | 55.85548 | 211.90614 | 54.70469 | 210.91172 | 54.69081 | 210.84935 | 55.84126
 2456107.73146 |        4.1 |       27.7 |     19.863 |     0 |      0.656319 | 210.82865 | 55.84216 | 210.89554 | 54.69312 | 209.90337 | 54.66977 | 209.80759 | 55.81813
 2456107.73146 |        3.5 |       27.5 |     20.131 |     2 |      0.656972 | 212.91474 | 55.86171 | 212.92015 | 54.71066 |  211.9232 | 54.70486 |  211.8885 | 55.85571
 2456107.73146 |        3.4 |       27.8 |     20.096 |     4 |      0.655617 | 215.00691 | 55.84696 | 214.95099 | 54.69694 | 213.95577 | 54.70905 | 213.98249 | 55.85942
 2456107.73146 |        3.5 |       27.5 |     20.133 |     6 |      0.658199 | 210.89828 | 54.68115 | 210.95349 |  53.5319 | 209.98849 | 53.51291 | 209.90614 | 54.66162
 2456107.73146 |        2.4 |       27.6 |     20.483 |     5 |      0.636432 | 216.04882 | 55.82683 | 215.96264 | 54.67801 | 214.97002 | 54.69908 | 215.02699 | 55.84845
 2456107.73146 |        3.1 |       27.6 |      20.15 |     8 |      0.657776 | 212.92243 | 54.70189 | 212.92173 | 53.55089 | 211.95323 | 53.54714 | 211.92652 |   54.698
 2456107.73146 |        3.3 |       27.5 |      20.17 |     7 |      0.657799 |  211.9105 | 54.69622 |  211.9367 | 53.54563 | 210.96934 | 53.53456 | 210.91595 | 54.68483
 2456107.73146 |        2.9 |       27.6 |     20.219 |     9 |      0.655023 | 213.93388 |  54.6981 | 213.90624 | 53.54704 | 212.93861 | 53.55122 | 212.93897 | 54.70244
 2456107.73146 |        2.6 |       27.8 |      20.56 |    11 |      0.643267 | 215.96081 | 54.66689 | 215.88096 | 53.51799 | 214.91558 | 53.53646 | 214.96842 |  54.6859
 2456107.73146 |        3.1 |       27.5 |     20.315 |    10 |      0.656348 | 214.95053 | 54.68723 | 214.89683 | 53.53741 | 213.92969 | 53.54829 | 213.95636 | 54.69844
 2456107.76116 |        2.1 |       27.7 |     20.588 |     0 |      0.658163 | 210.82895 | 55.84555 | 210.89581 | 54.69644 | 209.90354 | 54.67303 | 209.80778 | 55.82145
 2456107.76116 |        2.3 |       27.5 |     20.411 |     1 |      0.649931 | 211.87342 | 55.85891 | 211.90668 | 54.70803 |   210.912 | 54.69408 | 210.84965 | 55.84461
 2456107.76116 |        2.1 |       27.5 |     20.706 |     2 |      0.658872 | 212.91549 | 55.86519 |   212.921 | 54.71401 | 211.92384 | 54.70818 | 211.88903 | 55.85916
 2456107.76116 |        2.4 |       27.6 |     20.485 |     5 |      0.639012 | 216.05027 | 55.83034 | 215.96398 | 54.68143 | 214.97124 | 54.70249 |  215.0283 | 55.85197
 2456107.76116 |        2.2 |       27.5 |     20.672 |     6 |      0.659854 |  210.8986 | 54.68445 | 210.95399 | 53.53509 | 209.98886 | 53.51607 | 209.90632 | 54.66489
 2456107.76116 |          2 |       27.8 |     20.669 |     4 |      0.657655 | 215.00811 | 55.85048 | 214.95218 | 54.70029 | 213.95681 | 54.71237 | 213.98352 | 55.86291
 2456107.76116 |        2.3 |       27.5 |      20.54 |     7 |       0.65963 | 211.91108 | 54.69947 |  211.9374 | 53.54879 | 210.96982 |  53.5378 |  210.9163 | 54.68817
 2456107.76116 |        1.9 |       27.6 |     20.698 |     9 |      0.657196 |  213.9349 | 54.70146 | 213.90734 | 53.55028 | 212.93951 | 53.55443 | 212.93979 | 54.70576
 2456107.76116 |          2 |       27.6 |     20.615 |     8 |      0.659473 | 212.92325 | 54.70518 | 212.92272 | 53.55403 | 211.95397 | 53.55034 | 211.92712 | 54.70134
 2456107.76116 |        2.7 |       27.8 |     20.513 |    11 |      0.645901 | 215.96226 | 54.67033 | 215.88244 | 53.52131 | 214.91689 | 53.53973 | 214.96968 | 54.68929
 2456107.76116 |        2.1 |       27.5 |     20.732 |    10 |      0.658385 | 214.95182 | 54.69064 | 214.89814 |  53.5407 | 213.93077 |  53.5515 | 213.95741 | 54.70177
 2456108.67897 |        2.4 |       27.5 |     20.179 |     7 |      0.659708 | 211.91159 |  54.7018 | 211.93729 | 53.55121 | 210.97003 | 53.54039 | 210.91714 | 54.69067
 2456108.67897 |        2.3 |       27.5 |     20.438 |     2 |      0.659867 | 212.91632 | 55.86748 |  212.9212 | 54.71643 |  211.9242 | 54.71067 | 211.89001 | 55.86153
 2456108.67897 |        2.2 |       27.7 |     20.412 |     8 |      0.659488 | 212.92375 | 54.70747 |  212.9227 | 53.55652 | 211.95409 | 53.55296 | 211.92778 | 54.70376
 2456108.67897 |        2.2 |       27.6 |     20.458 |     5 |       0.64073 | 216.05103 | 55.83247 | 215.96417 | 54.68371 | 214.97114 | 54.70489 | 215.02878 | 55.85421
 2456108.70887 |        2.3 |       27.7 |     20.409 |     0 |      0.658411 | 210.82877 | 55.84692 | 210.89547 | 54.69781 | 209.90328 | 54.67439 | 209.80768 | 55.82281
 2456108.70887 |        2.3 |       27.5 |     20.322 |     1 |      0.650655 | 211.87315 | 55.86019 | 211.90628 | 54.70941 | 210.91175 | 54.69551 | 210.84952 | 55.84595
 2456108.70887 |        2.2 |       27.6 |      20.53 |     5 |      0.639323 | 216.04981 | 55.83153 | 215.96332 | 54.68261 | 214.97064 | 54.70371 | 215.02791 | 55.85319
 2456108.70887 |          2 |       27.8 |     20.591 |     4 |      0.658302 | 215.00769 | 55.85169 | 214.95165 | 54.70159 | 213.95632 | 54.71367 | 213.98315 | 55.86411
 2456108.70887 |          2 |       27.6 |     20.495 |     8 |      0.659484 |  212.9228 | 54.70649 | 212.92212 | 53.55534 | 211.95342 | 53.55165 | 211.92673 | 54.70266
 2456108.70887 |        2.3 |       27.5 |     20.328 |     7 |      0.659701 | 211.91064 | 54.70079 | 211.93678 | 53.55013 | 210.96934 | 53.53918 |   210.916 | 54.68953
 2456108.70887 |        2.5 |       27.8 |     20.465 |    11 |      0.646131 | 215.96162 | 54.67152 | 215.88172 | 53.52251 | 214.91622 | 53.54097 |  214.9691 | 54.69052
 2456108.70887 |        2.2 |       27.5 |     20.577 |     2 |      0.659629 | 212.91518 | 55.86649 |  212.9205 | 54.71533 | 211.92341 | 54.70949 | 211.88878 | 55.86044
 2456108.70887 |        2.1 |       27.5 |     20.532 |    10 |      0.658951 | 214.95129 | 54.69187 | 214.89747 | 53.54194 | 213.93009 | 53.55277 | 213.95687 | 54.70303
 2456108.70887 |        2.2 |       27.5 |     20.536 |     6 |      0.659872 | 210.89826 | 54.68575 | 210.95351 | 53.53646 |  209.9884 | 53.51753 | 209.90602 | 54.66628
 2456108.70887 |        1.9 |       27.5 |     20.494 |     9 |      0.657457 |  213.9344 | 54.70276 | 213.90665 | 53.55154 | 212.93885 | 53.55574 | 212.93926 |  54.7071
 2456108.73907 |        2.1 |       27.7 |     20.515 |     0 |      0.658348 | 210.82941 | 55.84585 | 210.89622 | 54.69677 | 209.90398 | 54.67339 | 209.80828 | 55.82178
 2456108.73907 |        2.1 |       27.5 |     20.412 |     1 |      0.650111 | 211.87383 | 55.85923 | 211.90708 | 54.70838 | 210.91249 | 54.69447 | 210.85014 | 55.84497
 2456108.73907 |        1.9 |       27.5 |     20.717 |     2 |      0.659055 | 212.91585 | 55.86549 | 212.92128 | 54.71433 | 211.92418 | 54.70851 | 211.88945 | 55.85947
 2456108.73907 |        1.7 |       27.8 |     20.749 |     4 |      0.657865 | 215.00835 | 55.85074 | 214.95241 | 54.70063 | 213.95711 | 54.71273 | 213.98384 | 55.86318
 2456108.73907 |        1.9 |       27.6 |     20.682 |     5 |      0.639319 | 216.05049 | 55.83061 | 215.96417 | 54.68168 | 214.97143 | 54.70277 | 215.02854 | 55.85226
 2456108.73907 |        2.1 |       27.5 |      20.57 |     6 |      0.659856 | 210.89896 |  54.6848 | 210.95432 | 53.53546 | 209.98924 | 53.51646 | 209.90674 | 54.66526
 2456108.73907 |        2.1 |       27.5 |     20.428 |     7 |      0.659689 | 211.91142 | 54.69982 | 211.93763 | 53.54914 | 210.97014 | 53.53816 | 210.91673 | 54.68852
 2456108.73907 |        1.7 |       27.6 |      20.72 |     9 |      0.657482 | 213.93514 | 54.70177 | 213.90749 | 53.55062 | 212.93972 |  53.5548 | 212.94003 |  54.7061
 2456108.73907 |        1.8 |       27.6 |     20.617 |     8 |      0.659476 | 212.92354 | 54.70551 | 212.92292 | 53.55437 | 211.95426 | 53.55068 |  211.9275 | 54.70166
 2456108.73907 |        2.3 |       27.8 |     20.555 |    11 |      0.646185 | 215.96242 | 54.67061 |  215.8826 | 53.52158 | 214.91707 | 53.54003 | 214.96986 |  54.6896
 2456108.73907 |        1.9 |       27.5 |     20.639 |    10 |      0.658585 | 214.95207 | 54.69095 | 214.89832 |   53.541 | 213.93095 | 53.55181 | 213.95765 | 54.70209
 2456109.67888 |        2.2 |       27.7 |     20.261 |     0 |      0.658395 | 210.83448 | 55.84781 | 210.90115 | 54.69869 | 209.90883 |  54.6754 | 209.81326 | 55.82384
 2456109.67888 |        2.3 |       27.5 |     20.115 |     1 |      0.650692 | 211.87886 | 55.86113 |  211.9119 | 54.71033 | 210.91732 | 54.69644 | 210.85519 | 55.84689
 2456109.67888 |        2.2 |       27.5 |     20.369 |     2 |      0.659838 | 212.92091 | 55.86739 | 212.92612 | 54.71625 | 211.92903 | 54.71042 | 211.89451 | 55.86136
 2456109.67888 |          2 |       27.8 |     20.358 |     4 |      0.658874 | 215.01337 | 55.85255 | 214.95722 | 54.70241 | 213.96185 | 54.71456 |  213.9888 | 55.86505
 2456109.67888 |        2.3 |       27.5 |     20.028 |     7 |      0.659688 | 211.91624 | 54.70172 | 211.94243 | 53.55109 | 210.97486 | 53.54012 | 210.92146 | 54.69043
 2456109.67888 |        2.2 |       27.5 |     20.181 |     6 |      0.659853 | 210.90389 | 54.68672 | 210.95902 | 53.53739 |  209.9939 | 53.51844 | 209.91163 | 54.66723
 2456109.67888 |        2.1 |       27.6 |     20.344 |     5 |      0.643648 | 216.05546 |  55.8324 | 215.96899 | 54.68348 | 214.97625 | 54.70459 | 215.03351 | 55.85408
 2456109.67888 |          2 |       27.6 |     20.258 |     8 |      0.659602 | 212.92842 | 54.70741 |  212.9275 | 53.55627 | 211.95878 | 53.55258 | 211.93227 | 54.70359
 2456109.67888 |        1.9 |       27.6 |     20.383 |     9 |      0.659693 | 213.93993 |  54.7036 | 213.91213 | 53.55242 | 212.94438 | 53.55664 |  212.9449 | 54.70798
 2456109.67888 |        2.1 |       27.5 |     20.252 |    10 |      0.659612 | 214.95683 | 54.69271 |  214.9029 | 53.54274 | 213.93555 | 53.55369 | 213.96243 |   54.704
 2456109.67888 |        2.4 |       27.8 |     20.244 |    11 |      0.650328 | 215.96715 | 54.67236 | 215.88719 | 53.52336 | 214.92168 | 53.54185 | 214.97462 | 54.69139
 2456109.70906 |        2.5 |       27.5 |     20.072 |     1 |      0.650557 | 211.87693 | 55.86005 | 211.91009 | 54.70927 | 210.91547 | 54.69538 | 210.85321 | 55.84582
 2456109.70906 |        2.3 |       27.8 |     20.252 |     4 |      0.658663 | 215.01143 | 55.85154 | 214.95534 |  54.7014 | 213.96002 | 54.71354 |  213.9869 | 55.86403
 2456109.70906 |        2.4 |       27.7 |     20.217 |     0 |      0.658387 | 210.83251 | 55.84675 | 210.89923 | 54.69764 | 209.90697 | 54.67429 | 209.81135 | 55.82272
 2456109.70906 |        2.4 |       27.5 |     20.312 |     2 |      0.659511 |   212.919 | 55.86635 | 212.92428 | 54.71517 | 211.92712 | 54.70934 | 211.89253 | 55.86032
 2456109.70906 |        2.6 |       27.5 |     19.992 |     7 |      0.659686 | 211.91442 | 54.70067 | 211.94064 | 53.55002 | 210.97311 | 53.53903 | 210.91968 | 54.68937
 2456109.70906 |        2.4 |       27.6 |     20.245 |     5 |      0.641857 | 216.05363 | 55.83133 |  215.9672 |  54.6824 | 214.97442 | 54.70345 | 215.03179 | 55.85294
 2456109.70906 |        2.5 |       27.5 |     20.142 |     6 |      0.659846 | 210.90201 | 54.68565 | 210.95721 | 53.53629 | 209.99212 | 53.51734 | 209.90978 | 54.66617
 2456109.70906 |        2.4 |       27.6 |     20.116 |     8 |      0.659602 | 212.92656 | 54.70636 | 212.92575 | 53.55522 | 211.95706 | 53.55153 | 211.93045 | 54.70253
 2456109.70906 |        2.4 |       27.5 |     20.176 |    10 |      0.659382 | 214.95494 | 54.69167 | 214.90116 | 53.54174 | 213.93391 | 53.55267 | 213.96064 | 54.70294
 2456109.70906 |        2.3 |       27.6 |     20.208 |     9 |      0.659403 | 213.93815 | 54.70262 | 213.91039 | 53.55141 | 212.94258 |  53.5556 | 212.94301 | 54.70696
 2456109.70906 |        2.7 |       27.8 |     20.163 |    11 |      0.648575 | 215.96537 | 54.67136 | 215.88542 | 53.52238 | 214.91988 | 53.54082 |  214.9728 | 54.69034
 2456109.73862 |        2.3 |       27.7 |     19.535 |     0 |      0.658272 | 210.83348 | 55.84583 |  210.9003 | 54.69676 |   209.908 | 54.67341 | 209.81228 |  55.8218
 2456109.73862 |        2.2 |       27.5 |     17.489 |     2 |      0.659007 |    212.92 | 55.86546 | 212.92537 | 54.71432 | 211.92822 | 54.70851 | 211.89355 | 55.85945
 2456109.73862 |        2.4 |       27.5 |     18.074 |     1 |      0.650063 | 211.87784 | 55.85922 | 211.91114 | 54.70843 | 210.91656 | 54.69448 | 210.85417 | 55.84492
 2456109.73862 |          2 |       27.3 |     16.605 |     4 |      0.658243 | 215.01247 | 55.85065 |  214.9566 | 54.70053 | 213.96121 | 54.71272 | 213.98787 | 55.86318
 2456109.73862 |        2.4 |       27.5 |     19.444 |     7 |      0.659668 | 211.91546 |  54.6998 | 211.94173 | 53.54915 | 210.97421 | 53.53816 | 210.92074 |  54.6885
 2456109.73862 |        2.3 |       27.5 |     20.183 |     6 |      0.659828 |  210.9031 | 54.68479 | 210.95839 | 53.53542 | 209.99324 | 53.51642 |  209.9108 | 54.66524
 2456109.73862 |        2.4 |       27.3 |     16.701 |     5 |      0.642144 | 216.05463 | 55.83058 | 215.96833 |  54.6817 | 214.97548 | 54.70263 | 215.03272 | 55.85207
 2456109.73862 |          2 |       27.5 |     17.663 |     9 |       0.65931 |  213.9392 | 54.70173 | 213.91152 | 53.55054 | 212.94377 | 53.55476 | 212.94417 |  54.7061
 2456109.73862 |        2.2 |       27.3 |     16.542 |    10 |      0.658998 | 214.95612 | 54.69087 | 214.90233 | 53.54094 | 213.93497 | 53.55183 | 213.96171 | 54.70209
 2456109.73862 |          2 |       27.5 |     18.254 |     8 |      0.659587 |  212.9276 | 54.70548 |   212.927 | 53.55439 | 211.95829 | 53.55068 | 211.93152 | 54.70163
 2456109.73862 |        2.7 |       27.5 |     16.757 |    11 |      0.648902 | 215.96665 | 54.67053 | 215.88656 | 53.52156 | 214.92096 | 53.54005 | 214.97404 | 54.68956
 2456110.68168 |        2.5 |       27.5 |     20.233 |     2 |      0.659843 | 212.92034 | 55.86725 |  212.9255 | 54.71609 | 211.92841 | 54.71025 | 211.89394 | 55.86122
 2456110.68168 |        2.6 |       27.5 |     19.983 |     1 |      0.650687 | 211.87828 |   55.861 | 211.91136 | 54.71019 | 210.91677 | 54.69629 |  210.8546 | 55.84675
 2456110.68168 |        2.6 |       27.5 |     20.005 |     6 |      0.659853 | 210.90335 | 54.68659 | 210.95848 | 53.53723 | 209.99334 | 53.51827 | 209.91106 |  54.6671
 2456110.68168 |        2.4 |       27.6 |     20.217 |     5 |      0.643151 | 216.05493 | 55.83221 | 215.96843 | 54.68323 | 214.97564 | 54.70429 | 215.03308 | 55.85383
 2456110.68168 |        2.3 |       27.6 |     20.102 |     8 |      0.659602 | 212.92781 | 54.70727 | 212.92695 |  53.5561 | 211.95828 | 53.55243 | 211.93171 | 54.70346
 2456110.68168 |        2.6 |       27.7 |     20.089 |     0 |      0.658396 | 210.83393 | 55.84768 | 210.90053 | 54.69857 | 209.90828 | 54.67523 | 209.81278 | 55.82367
 2456110.68168 |        2.6 |       27.7 |     20.026 |    11 |      0.649821 | 215.96655 | 54.67223 | 215.88653 | 53.52322 | 214.92104 | 53.54168 | 214.97404 | 54.69123
 2456110.68168 |        2.2 |       27.6 |     20.187 |     9 |      0.659619 | 213.93933 | 54.70347 | 213.91156 | 53.55226 | 212.94384 | 53.55647 | 212.94434 | 54.70784
 2456110.68168 |        2.3 |       27.8 |     20.213 |     4 |      0.658847 | 215.01278 | 55.85237 | 214.95659 | 54.70226 | 213.96123 | 54.71442 | 213.98822 | 55.86488
 2456110.68168 |        2.6 |       27.5 |     19.881 |     7 |      0.659688 | 211.91569 | 54.70156 | 211.94179 | 53.55094 | 210.97423 | 53.53996 | 210.92093 | 54.69027
 2456110.68168 |        2.4 |       27.5 |     20.079 |    10 |      0.659569 | 214.95616 | 54.69257 | 214.90229 | 53.54261 | 213.93505 | 53.55353 | 213.96187 | 54.70382
 2456110.71113 |        2.5 |       27.7 |     20.118 |     0 |       0.65839 | 210.83283 | 55.84704 | 210.89952 | 54.69792 | 209.90721 | 54.67456 | 209.81161 |   55.823
 2456110.71113 |        2.3 |       27.6 |     20.245 |     5 |      0.642182 |  216.0538 | 55.83166 | 215.96744 | 54.68273 | 214.97471 | 54.70383 | 215.03186 | 55.85333
 2456110.71113 |        2.2 |       27.6 |     20.108 |     8 |      0.659601 | 212.92679 | 54.70663 | 212.92602 | 53.55546 | 211.95735 | 53.55176 | 211.93069 | 54.70279
 2456110.71113 |        2.5 |       27.8 |     20.145 |    11 |      0.648893 | 215.96563 | 54.67161 | 215.88568 | 53.52263 | 214.92018 | 53.54108 | 214.97311 | 54.69061
 2456110.71113 |        2.2 |       27.8 |     20.248 |     4 |      0.658778 | 215.01168 | 55.85181 | 214.95567 | 54.70166 |  213.9603 |  54.7138 | 213.98711 | 55.86429
 2456110.71113 |        2.4 |       27.5 |     20.048 |     6 |      0.659848 | 210.90234 | 54.68592 | 210.95754 | 53.53656 | 209.99238 |  53.5176 | 209.91003 | 54.66643
 2456110.71113 |        2.1 |       27.6 |     20.216 |     9 |      0.659451 |  213.9384 | 54.70283 | 213.91068 | 53.55164 | 212.94287 | 53.55584 | 212.94331 | 54.70719
 2456110.71113 |        2.6 |       27.5 |     19.969 |     1 |      0.650654 | 211.87713 | 55.86033 | 211.91036 | 54.70954 | 210.91575 | 54.69564 | 210.85343 | 55.84609
 2456110.71113 |        2.5 |       27.5 |     20.229 |     2 |      0.659667 |  212.9192 | 55.86661 | 212.92451 | 54.71543 | 211.92743 | 54.70962 | 211.89281 |  55.8606
 2456110.71113 |        2.5 |       27.5 |       19.9 |     7 |      0.659686 | 211.91466 | 54.70091 | 211.94095 |  53.5503 | 210.97339 | 53.53933 | 210.91991 | 54.68963
 2456110.71113 |        2.3 |       27.5 |     20.105 |    10 |       0.65947 | 214.95527 | 54.69197 | 214.90142 | 53.54201 |  213.9341 | 53.55289 | 213.96089 | 54.70319
 2456110.75978 |        2.2 |       27.7 |     20.194 |     0 |      0.657883 | 210.83444 | 55.84519 | 210.90133 |  54.6961 |   209.909 | 54.67272 | 209.81321 | 55.82113
 2456110.75978 |        1.8 |       27.8 |     20.387 |     4 |      0.657948 | 215.01358 | 55.85012 | 214.95759 | 54.69998 |  213.9622 | 54.71204 | 213.98898 | 55.86253
 2456110.75978 |        2.2 |       27.5 |     20.087 |     6 |      0.659737 | 210.90411 | 54.68413 | 210.95942 | 53.53479 | 209.99425 | 53.51577 | 209.91179 | 54.66457
 2456110.75978 |        1.8 |       27.5 |     20.219 |     9 |      0.659085 | 213.94033 | 54.70111 | 213.91269 | 53.54991 | 212.94484 | 53.55409 |  212.9452 | 54.70544
 2456110.75978 |        2.1 |       27.5 |     20.352 |     2 |      0.658637 | 212.92095 | 55.86486 | 212.92639 | 54.71371 | 211.92927 | 54.70786 | 211.89452 | 55.85881
 2456110.75978 |        2.2 |       27.5 |     20.104 |     1 |      0.649681 | 211.87883 | 55.85858 |  211.9121 | 54.70775 | 210.91754 | 54.69381 | 210.85517 | 55.84429
 2456110.75978 |        1.9 |       27.6 |     20.396 |     5 |       0.64256 |  216.0557 | 55.82998 | 215.96949 | 54.68107 | 214.97664 | 54.70216 | 215.03363 | 55.85163
 2456110.75978 |        2.2 |       27.5 |     19.996 |     7 |      0.659388 |  211.9165 | 54.69918 | 211.94279 | 53.54853 | 210.97519 | 53.53748 |  210.9217 | 54.68782
 2456110.75978 |          2 |       27.5 |     20.207 |    10 |      0.658702 | 214.95721 | 54.69027 |  214.9035 | 53.54031 | 213.93615 |  53.5512 | 213.96281 |  54.7015
 2456110.75978 |        1.9 |       27.5 |     20.124 |     8 |      0.659371 | 212.92865 | 54.70488 | 212.92799 | 53.55374 | 211.95929 |    53.55 | 211.93252 | 54.70101
 2456110.75978 |        2.4 |       27.7 |      20.04 |    11 |      0.649353 | 215.96765 | 54.66997 | 215.88779 | 53.52095 | 214.92224 | 53.53939 | 214.97508 | 54.68895
 2456111.68063 |        2.7 |       27.6 |     19.746 |     0 |      0.658396 |  210.8338 | 55.84756 | 210.90046 | 54.69845 | 209.90817 | 54.67519 |  209.8126 | 55.82362
 2456111.68063 |        2.5 |       27.8 |      19.94 |     4 |      0.658844 |  215.0127 | 55.85229 | 214.95667 | 54.70215 | 213.96129 | 54.71432 |  213.9881 | 55.86481
 2456111.68063 |        2.9 |       27.5 |     19.675 |     1 |      0.650682 | 211.87812 |  55.8609 | 211.91124 | 54.71006 | 210.91665 | 54.69619 | 210.85443 | 55.84668
 2456111.68063 |        2.9 |       27.5 |     19.489 |     7 |      0.659687 |  211.9156 | 54.70148 | 211.94175 | 53.55089 | 210.97421 |  53.5399 | 210.92086 | 54.69017
 2456111.68063 |        2.6 |       27.6 |     19.937 |     5 |        0.6431 | 216.05484 | 55.83214 | 215.96846 | 54.68322 | 214.97561 | 54.70433 | 215.03277 | 55.85381
 2456111.68063 |        2.7 |       27.5 |     19.667 |    10 |      0.659562 | 214.95622 |  54.6925 | 214.90226 | 53.54251 |  213.9349 | 53.55342 | 213.96181 | 54.70376
 2456111.68063 |        2.6 |       27.5 |     19.631 |     8 |      0.659602 | 212.92777 |  54.7072 | 212.92686 | 53.55608 | 211.95812 | 53.55236 |  211.9316 | 54.70334
 2456111.68063 |        2.7 |       27.5 |     19.974 |     2 |       0.65984 | 212.92032 | 55.86715 | 212.92544 |   54.716 |  211.9283 | 54.71018 | 211.89387 | 55.86114
 2456111.68063 |        3.2 |       27.7 |     19.522 |    11 |      0.649777 |  215.9666 | 54.67214 | 215.88652 | 53.52315 | 214.92102 | 53.54165 | 214.97408 | 54.69118
